Boat Name,Boat Type,Sail #,Rating,DW Rating,I,J,P,E,Max Hdsail,Rig Type,ISP,JSP,LOA,LWL,Beam,Draft,Displacement,Ballast,SLE,SLU,ASMG,ASF,DLR,SAD
Mutual Fun,Newport 30-2,38911,177.0,,39.5,12.1,34.0,10.25,100.0,MS,39.5,,30.0,25.0,10.5,4.75,8500.0,2500.0,,,,,242.85714285714286,15.848428597125967
Red October,Columbia 5.5 M ODR,25,177.0,621.0,29.125,8.25,34.0,11.42,95.0,FS,,,32.42,25.0,6.25,4.33,4600.0,2800.0,,,,,131.42857142857142,18.154327972443006
Galaxsea,Custom Nauticat 43.5,28743,180.0,636.0,51.0,20.0,45.0,13.6,104.0,KTCH,20.6,,43.6,37.7,12.2,5.9,34000.0,11000.0,50.0,52.0,25.6,29.2,283.27408674693964,12.414114986119737
Lelo Too,Tartan 30,16354,180.0,692.0,39.0,13.0,34.0,11.416,155.0,MS,39.0,,29.92,24.25,10.0,4.916,8750.0,3700.0,,,,,273.9206703824919,16.837033679510956
Grey Goose,Bird NCPHRF,10,180.0,722.0,20.25,9.5,31.5,20.25,155.0,MS,20.25,,30.08,24.25,7.67,5.25,8900.0,5000.0,,,,,278.6164533033346,15.440373328825903
Strange Magic,Islander Bahama 30,179,180.0,678.0,40.0,12.75,33.75,11.5,150.0,MS,40.0,12.75,29.92,24.58,,,8230.0,3130.0,,,,,247.4036948016753,17.597749947786443
Hummingbird,Bird,22,180.0,722.0,20.25,9.5,32.0,20.5,155.0,MS,20.25,,30.083,24.25,7.666,5.25,8900.0,5000.0,,,,,278.6164533033346,15.777448627332339
Quicksilver,Catalina 30,28045,183.0,701.0,41.0,11.5,35.0,11.5,100.0,MS,,,,,10.83,5.25,10200.0,4200.0,36.9,41.0,18.98,18.98,,14.841136690219003
Antares,Islander 30-2,6237,186.0,684.0,38.5,12.58,32.5,11.58,155.0,MS,38.416,5.0,,24.58,,,8600.0,3600.0,,,,,258.5263396469511,16.376583020739822
Sweet Pea,Islander 30-2,195,186.0,684.0,38.5,12.58,32.5,11.58,155.0,MS,38.42,,30.0,24.58,10.0,5.0,8600.0,3500.0,31.68,35.0,22.64,17.69,258.5263396469511,16.376583020739822
Zephyr,Cape Dory 36 CUT,38138,189.0,,42.0,15.5,37.0,16.0,100.0,CTR,,,36.125,27.0,10.67,5.0,16100.0,6050.0,,,,,365.162830869278,15.567193234358797
Schocktail,Santana 525,77963,189.0,693.0,26.5,8.75,,10.0,150.0,FS,,,24.58,18.5,9.33,4.25,2400.0,950.0,,,,,169.2185768153628,
Ondina,Cal 29-2 IB,988,192.0,701.0,37.0,12.333,31.67,12.25,120.0,MS,,,29.0,24.166,9.25,4.75,8000.0,3350.0,,,,,253.06241906288986,16.858415581006135
Autumn,Cal 27-3,18357,192.0,689.0,33.0,11.0,28.1,11.0,135.0,MS,,,26.7,23.25,9.0,5.0,5200.0,2000.0,,,,,184.70831803717573,17.88758506933219
Zena,North Star 727 Farr,28824,192.0,714.0,24.4,7.8,25.7,10.9,155.0,FS,24.4,,23.1,19.7,8.3,4.6,2700.0,900.0,,,,,157.65838277048655,19.385896474080777
Some Assembly Required,Holder 20,183,192.0,655.0,22.6,7.25,24.04,9.33,155.0,FS,22.6,13.05,20.33,18.42,7.83,3.58,1160.0,335.0,,,,,82.85926819074317,28.09897967673056
Jam Jam,Yankee 30-1 SM,90,192.0,713.0,37.5,12.75,34.5,9.75,125.0,MS,37.5,,30.0,23.0,9.0,5.1,8900.0,4180.0,,,,,326.5566109734762,15.147466517709963
Allura,Holder 20,8994,195.0,655.0,22.6,7.25,24.25,9.33,110.0,FS,22.6,13.05,20.33,18.42,7.8,3.5,1160.0,335.0,,,,,82.85926819074317,28.240819932802598
Jeanette,Dufour Arpege 30,87944,198.0,708.0,37.0,10.5,31.0,11.8,125.0,MS,37.0,10.5,30.0,22.7,9.92,4.5,7700.0,3050.0,31.16,37.4,20.73,21.52,293.8766870338529,15.450653071803968
Fifty-Fifty,Knarr ODR,144,198.0,726.0,33.583,5.583,31.0,11.166,125.0,FS,33.583,,30.333,20.333,7.0,4.25,4360.0,2866.0,,,,,231.5442971666718,15.973601429872993
Obsession,Harbor 20,299,198.0,715.0,25.75,7.0,26.0,10.0,95.0,FS,26.38,8.16,20.0,17.2,7.0,3.5,1800.0,900.0,,,,,157.92073114856018,23.775225825889553
Impulse,Ranger 26-1,293,198.0,712.0,33.0,11.5,,10.0,125.0,MS,,,26.25,21.75,8.67,4.33,5860.0,2050.0,,,,,254.25635331740543,
Petit Bateau,Islander 28,0,204.0,,36.75,11.75,31.166,9.17,155.0,MS,,5.0,27.916,23.083,,,7000.0,3000.0,,,,,254.08163005757385,15.66379320453637
Kookaburra,Bird ODR,3,204.0,,20.25,9.5,32.0,20.5,155.0,MS,20.25,,30.083,24.25,7.666,5.25,8900.0,5000.0,,,,,278.6164533033346,15.777448627332339
Alarga,Catalina 270 IB,0,207.0,,33.58,9.25,28.42,11.5,135.0,MS,33.58,5.0,27.0,23.75,,,6460.0,2060.0,,,,,215.27502967946185,14.679446363128552
Surprise!,Ranger 23 TM,499,210.0,,30.0,9.75,25.75,9.17,155.0,MH,,,23.0,20.0,7.92,3.75,3400.0,1500.0,,,,,189.7321428571428,18.678644708674955
Will O The Wind,Hunter 27 IB,27,210.0,,37.55,10.85,,9.4,125.0,MS,,,27.1,22.0,9.25,4.25,7000.0,3000.0,,,,,293.48234410217884,
Dura Mater,CAL 27-2 IB,616,210.0,723.0,36.0,12.0,30.83,10.25,120.0,MS,,,26.58,22.08,9.25,4.25,6700.0,3100.0,,,,,277.8622686102479,16.81148610489964
Evenstar,Ranger 23,6404,216.0,725.0,27.54,9.75,24.0,9.2,155.0,MS,27.5,9.7,23.67,20.0,7.92,3.9,3400.0,1500.0,,,,,189.7321428571428,17.28956786324072
Hula,Westsail 32 MOD,88,219.0,681.0,44.0,18.3,37.7,13.2,132.0,CTR,44.0,18.3,32.0,27.5,11.0,5.0,19500.0,7000.0,42.8,46.4,26.7,26.7,418.58967478802174,14.359193404746948
Picante,Islander Bahama 28 SM,1,219.0,622.0,33.8,11.75,28.0,8.2,110.0,MS,,11.75,27.9,23.0,9.8,5.5,7000.0,3000.0,29.4,33.0,18.0,20.0,256.8422782937454,13.680626837213625
Tortuga,Westsail 32,207,219.0,691.0,31.2,18.4,39.7,14.5,110.0,CTR,,5.0,32.0,27.6,,,19500.0,7000.0,,,,,414.0562522096588,12.671698315403047
SLICE,Wilderness 21,22,222.0,712.0,25.0,8.67,24.9,8.0,152.0,MS,25.0,8.67,20.6,17.9,7.3,4.0,1870.0,1070.0,,,,,145.55746897810727,21.898523014805814
Sparky,Catalina 25 FK,1498,222.0,714.0,29.0,10.5,24.66,9.58,145.0,MS,29.0,10.5,25.0,22.16,8.0,4.0,4550.0,1900.0,25.5,29.9,15.5,17.9,186.6612243602161,15.732190293977204
Elizabeth Ann,Westsail 32,0,222.0,671.0,42.5,18.3,38.3,13.5,125.0,MS,42.5,,32.0,27.5,11.0,5.0,21000.0,7000.0,36.0,42.0,26.5,28.8,450.78888054094654,13.582335946216409
Mad Max,Santana 22,5029,234.0,741.0,26.0,8.5,21.75,9.833,155.0,MS,26.0,,22.0,18.67,7.83,3.5,2600.0,1230.0,,,,,178.35791047215082,18.376467263804823
Three Fisted Rat Boy,Santana 22,440,234.0,740.0,26.0,8.5,21.75,9.83,155.0,MS,26.0,8.58,22.0,18.67,7.83,3.5,2600.0,1230.0,,,,,178.35791047215082,18.373709955430122
High and Dry,Santana 22,114,234.0,741.0,26.0,8.5,21.75,9.83,150.0,MS,26.0,,22.0,18.67,7.83,3.5,2600.0,1230.0,,,,,178.35791047215082,18.373709955430122
Albacore,Santana 22 ODR,18325,237.0,741.0,25.67,8.58,21.75,9.83,125.0,MS,25.67,8.58,22.0,18.67,7.83,3.5,2600.0,1230.0,,,,,178.35791047215082,18.341957595081436
Rhapsody,Santana 22 ODR,6285,237.0,752.0,26.0,8.5,21.75,9.83,115.0,MS,26.0,8.5,22.0,18.67,7.83,3.5,2600.0,1230.0,,,,,178.35791047215082,18.373709955430122
Zingaro,Santana 22,5050,237.0,741.0,26.0,8.5,21.75,9.83,125.0,MS,26.0,,22.0,18.67,7.833,3.5,2600.0,1260.0,,,,,178.35791047215082,18.373709955430122
Sarah,Contessa 26,352,255.0,,31.5,10.33,27.6,10.2,130.0,MS,31.5,4.0,25.5,21.0,,,5400.0,2300.0,,,,,260.30820491461895,15.751186743607942
Slainte,Cal 20,1510,273.0,743.0,22.0,7.33,23.0,9.833,115.0,FS,22.0,7.33,20.0,18.08,7.0,3.33,1950.0,900.0,,,,,147.29612257183692,19.83443697506613
Blue Pearl,Newport 20,707,273.0,,25.0,8.33,21.2,8.8,120.0,MS,25.0,,20.0,18.0,7.5,3.5,2800.0,990.0,,,,,214.33470507544584,15.879096364787042
