Boat Name,Boat Type,Sail #,Rating,DW Rating,I,J,P,E,Max Hdsail,Rig Type,ISP,JSP,LOA,LWL,Beam,Draft,Displacement,Ballast,SLE,SLU,ASMG,ASF,DLR,SAD
Red Cloud,Farr 36,99,99.0,599.0,38.3,12.16,41.0,16.75,115.0,FS,38.3,12.16,36.0,31.33,11.92,6.16,10430.0,3950.0,,,,,151.41019035238182,19.280977908279908
Wayward Wind,Baltic 38 DP,87258,99.0,594.0,52.25,15.82,46.25,13.75,105.0,MS,52.25,,38.08,31.5,12.34,7.25,14330.0,6512.0,,,,,204.67580666263314,19.796178613070776
Lilith,,7,102.0,598.0,,50.75,26.5,,,,,,38.83,32.0,11.83,6.67,12000.0,6200.0,,,,,163.4870256696428,
Hedgehog,Olson 29,13,102.0,575.0,34.0,11.0,32.5,11.5,125.0,FS,36.0,11.75,29.67,27.5,9.33,5.58,3600.0,1950.0,,,,,77.2780938070194,25.432830722844308
TESA,Catalina 42-1/2,642,102.0,597.0,53.0,16.41,46.75,15.416,155.0,MS,53.0,23.0,41.83,36.0,13.83,6.8,25500.0,8300.0,44.2,52.0,32.0,31.0,243.99709729570841,14.656955174597687
Werewolf,Olson 30 OB,109,102.0,584.0,36.0,11.75,31.5,10.75,95.0,MS,35.9,11.67,30.0,27.5,9.33,5.08,3600.0,1800.0,,,,,77.2780938070194,25.904753860630287
Flight Risk,Thompson 650,650,102.0,583.0,26.67,8.86,28.29,10.4,100.0,FS,28.25,14.86,22.3,19.8,8.16,5.9,1692.0,660.0,33.6,37.79,19.5,20.58,97.30984248890584,29.856877303004698
Checkered Past,,3,102.0,597.0,,52.0,26.6,,,,,,38.83,32.0,11.5,6.6,12000.0,6200.0,,,,,163.4870256696428,
Gwendolyn,Olson 29,7,102.0,571.0,34.0,11.0,32.5,11.5,125.0,FS,36.0,11.75,29.67,27.5,9.33,5.58,3600.0,1950.0,,,,,77.2780938070194,25.432830722844308
RAD,Beneteau First 30,7406,105.0,626.0,41.6,13.7,40.3,14.3,100.0,FS,42.6,15.0,31.7,27.6,10.5,6.3,8400.0,2400.0,40.29,46.62,23.77,23.98,178.36269325954535,22.15450016817723
Revelry,Catalina 42-1/2,703,105.0,614.0,53.0,16.416,46.75,15.416,125.0,MS,53.0,16.416,41.833,36.0,13.833,6.83,20500.0,8300.0,47.4,52.7,26.0,27.5,196.1545291985107,16.957157794931327
Carmelita,Catalina 42-1/2,131,105.0,602.0,53.0,16.42,46.75,15.5,125.0,MS,53.0,,41.83,36.0,13.83,6.66,22000.0,8300.0,47.34,56.75,29.69,25.59,210.50729962767002,16.21905297734859
Zaff,J 92,56272,105.0,597.0,37.0,11.5,37.75,13.25,155.0,FS,39.0,17.0,30.0,25.8,10.0,5.9,5500.0,2275.0,38.6,45.8,28.9,29.5,142.9735014513713,23.73201053054657
Rascal,Custom Wilderness 30 SX,28175,105.0,596.0,36.0,11.0,32.0,11.5,150.0,MS,36.0,6.0,,26.5,,,4200.0,1650.0,,,,,100.75431396387621,23.44650576167126
Red Sky,Ericson 34 Olson SM,28340,105.0,636.0,44.0,12.95,38.7,12.95,150.0,MS,44.0,12.95,33.88,28.0,10.8,6.08,10855.0,3500.0,33.77,41.5,17.91,21.98,220.75355971470216,17.4462555561616
Zephyrus,Beneteau First 30,45,105.0,589.0,41.66,13.78,40.2,14.25,105.0,FS,42.16,15.7,31.7,27.5,10.5,6.25,8267.0,2403.0,40.5,45.6,23.8,25.98,177.4605559729526,22.405565836969952
Imagination,Bavaria 40,0,108.0,599.0,47.25,14.58,44.46,15.58,111.0,FS,48.0,,40.94,35.93,13.1,6.4,17417.0,6283.0,44.0,48.0,22.0,20.0,167.63074760255174,16.41884368722021
Grand Cru,Beneteau Oceanis 38.1,38174,108.0,607.0,45.96,15.72,43.47,13.81,90.0,FS,46.75,16.5,37.73,35.17,13.09,6.86,15102.0,3946.0,42.65,47.24,14.57,21.95,154.97774686833242,17.289170268513214
Hijinks,J 92,90,108.0,605.0,37.0,11.5,37.66,13.22,97.0,FS,38.5,17.0,30.0,26.5,10.0,5.9,5500.0,2275.0,40.85,45.4,23.55,26.51,131.94017304793314,23.672473323816345
Slipstream,Catalina 42-1/2,850,108.0,615.0,53.0,16.42,46.75,15.45,125.0,MS,53.0,16.42,41.83,36.0,13.83,6.83,20500.0,8300.0,,,,,196.1545291985107,16.976361564588814
Iguana,Beneteau 411,61069,108.0,580.0,47.67,16.25,44.1,14.8,110.0,MS,47.67,19.25,41.7,36.1,13.0,5.0,17196.0,5500.0,46.08,51.56,27.53,30.02,163.17657467793438,17.107341994135645
Sweet Grapes,Ericson 36 Holland,19,108.0,629.0,47.75,14.5,,12.0,147.0,MS,,,35.58,29.0,11.83,6.25,11600.0,5230.0,,,,,212.33225751656198,
Humble Vandal,J 92,64999,108.0,602.0,37.0,11.5,38.0,13.5,125.0,FS,38.5,17.0,30.0,26.5,10.0,5.9,5500.0,2275.0,40.8,45.4,25.1,26.5,131.94017304793314,24.060486808904688
Gig,Humboldt 30 IB,18112,108.0,608.0,37.5,11.5,41.5,13.75,149.0,FS,37.5,,30.0,26.66,10.5,5.75,5400.0,2222.0,,,,,127.2229044867726,26.001532700217012
MINIMAX,Melges 20,131,111.0,607.0,23.19,7.05,24.25,9.84,110.0,FS,27.2,10.95,20.0,19.4,7.0,4.5,1105.0,415.0,26.25,29.78,17.65,18.8,67.5630224938959,30.06863693140722
For Pete's Sake,Ultimate 24 ODR,28469,111.0,592.0,28.04,7.82,31.0,11.5,102.0,FS,30.8,14.5,24.38,21.17,8.48,5.52,2040.0,750.0,30.6,36.0,20.9,22.2,95.98858177144331,28.603545582486817
Skye,Capo 30 MOD,1331,111.0,638.0,41.7,12.75,36.0,11.5,155.0,MS,41.5,12.75,33.0,26.0,10.33,5.42,7500.0,3000.0,,,,,190.49921971519603,19.713697692905246
Surprise!,Alerion Express 38-1,18,111.0,614.0,43.5,14.0,44.5,15.8,148.0,FS 45.8,14.0,,38.4,30.1,10.8,5.8,12400.0,4200.0,,,,,202.98978334871614,19.559003232802315
Music,Hunter 37 Legend WK,25352,111.0,619.0,48.0,13.6,48.72,15.35,110.0,FS,48.0,5.0,37.6,31.4,,,14900.0,6000.0,,,,,214.85690025169023,18.471707874038014
Rooster,Melges 20,225,111.0,607.0,23.19,7.05,24.25,9.84,110.0,FS,27.2,10.95,,,,4.5,1105.0,415.0,,,,,,30.06863693140722
Boondoogle,J 80 ODR,10,114.0,619.0,30.0,9.415,30.0,12.416,100.0,MS,33.25,15.666,,,8.2,4.75,2900.0,1400.0,31.996,39.162,23.156,23.16,,25.731639999805523
Azure,CAL 40,72,114.0,636.0,46.0,15.17,40.0,17.5,150.0,MS,46.0,,39.333,30.5,11.0,5.5,15500.0,6000.0,,,,,243.88447868827285,17.955274721914492
Shaman,CAL 40,5166,114.0,624.0,46.0,15.17,40.0,17.5,155.0,MS,46.0,,39.5,30.3,11.0,5.5,15500.0,6000.0,,,,,248.74582164150942,17.955274721914492
Sea Star,CAL 39-2/3,38022,114.0,631.0,50.0,16.7,44.0,13.8,150.0,MS,50.0,,39.0,32.0,12.0,6.7,17000.0,7000.0,44.0,48.0,30.0,34.0,231.60661969866067,17.41839390706323
Riff Rider,Cal 40,46,114.0,624.0,46.2,15.1,40.0,17.5,155.0,MS,46.2,,39.3,30.3,11.0,5.6,15000.0,6000.0,,,,,240.72176287888007,18.34967108447733
Ahi,Santana 35,30980,114.0,639.0,39.0,12.85,42.0,14.25,155.0,FS,39.0,,35.0,26.5,11.92,6.25,8500.0,3300.0,,,,,203.90754016498758,21.08745175973086
Green Buffalo,CAL 40,8538,114.0,633.0,46.7,15.2,39.8,17.6,155.0,MS,46.7,,39.3,30.0,10.9,5.8,15148.0,6000.0,,,,,250.46296296296302,18.395547961810482
SFYC 5,RS 21,199,114.0,634.0,24.11,7.64,25.59,9.94,92.0,MS,28.68,11.43,20.98,18.67,7.32,4.4,1455.0,731.0,27.5,33.46,17.55,17.71,99.811830668069,27.295835989004715
Rampage,J 70 ODR,582,114.0,611.0,26.77,7.68,26.16,9.44,100.0,FS,30.15,13.5,22.75,20.47,7.38,4.92,1750.0,630.0,28.87,35.43,18.24,18.7,91.08282715046528,24.90270246690217
Pearl,J 80 ODR,344,114.0,606.0,31.5,9.42,30.0,12.42,100.0,MS,33.25,15.67,26.25,22.0,8.2,4.75,2900.0,1400.0,32.0,39.16,23.16,25.16,121.58554255661694,26.29740369363112
Allons-Y,J 70 ODR,346,114.0,611.0,26.77,7.68,26.16,9.44,100.0,FS,30.15,13.5,22.75,20.47,7.38,4.92,1750.0,630.0,28.87,35.43,18.24,18.7,91.08282715046528,24.90270246690217
Duende,Cal 40,7954,114.0,638.0,46.0,15.2,40.0,17.5,155.0,MS,46.0,,39.33,30.0,11.0,5.5,16000.0,6000.0,,,,,264.5502645502646,17.5963995647186
Viva,Cal 40,103,114.0,625.0,46.0,15.17,40.0,17.5,155.0,MS,40.0,15.17,39.3,30.3,11.0,5.58,16600.0,6000.0,42.65,49.21,26.01,27.29,266.39875091929395,17.152649068041434
Son of a Son,J 70 ODR,586,114.0,613.0,26.77,7.68,26.16,9.44,100.0,FS,30.15,13.5,22.75,20.47,7.38,4.92,1750.0,630.0,28.87,35.43,18.24,18.7,91.08282715046528,24.90270246690217
SFYC 1,RS 21,202,114.0,634.0,24.11,7.64,25.59,9.94,92.0,MS,28.68,11.43,20.98,18.67,7.32,4.4,1455.0,731.0,27.5,33.46,17.55,17.71,99.811830668069,27.295835989004715
SFYC 2,RS 21,203,114.0,634.0,24.11,7.64,25.59,9.94,92.0,MS,28.68,11.43,20.98,18.67,7.32,4.4,1455.0,731.0,27.5,33.46,17.55,17.71,99.811830668069,27.295835989004715
SFYC 3,RS 21,197,114.0,634.0,24.11,7.64,25.59,9.94,92.0,MS,28.68,11.43,20.98,18.67,7.32,4.4,1455.0,731.0,27.5,33.46,17.55,17.71,99.811830668069,27.295835989004715
Highlander,Cal 40,4590,114.0,630.0,46.2,15.2,39.5,17.5,150.0,MS,46.2,,39.25,30.25,11.0,5.58,15000.0,6000.0,,,,,241.91739859447605,18.295447374471113
SFYC 6,RS 21,201,114.0,634.0,24.11,7.64,25.59,9.94,92.0,MS,28.68,11.43,20.98,18.67,7.32,4.4,1455.0,731.0,27.5,33.46,17.55,17.71,99.811830668069,27.295835989004715
Scilla,J 70 ODR,327,114.0,611.0,26.77,7.68,26.16,9.44,100.0,FS,30.15,13.5,22.78,20.47,7.38,4.92,1750.0,630.0,28.87,35.43,18.24,18.7,91.08282715046528,24.90270246690217
Maverick,J 80 ODR,132,114.0,606.0,31.5,9.42,30.0,12.42,100.0,FS,33.25,15.67,26.25,22.0,8.3,4.75,2900.0,1400.0,32.0,39.16,23.2,25.16,121.58554255661694,26.29740369363112
Kangaroo Jockey,J 70 ODR,29,114.0,598.0,26.77,7.68,26.16,9.44,100.0,FS,30.15,13.5,22.78,20.47,7.38,4.92,1750.0,630.0,28.87,35.43,18.24,18.7,91.08282715046528,24.90270246690217
Sandpiper,J 70 ODR,609,114.0,598.0,26.77,7.68,26.16,9.44,100.0,FS,30.15,13.5,22.75,20.47,7.38,4.92,1750.0,630.0,28.87,35.43,18.24,18.7,91.08282715046528,24.90270246690217
Solstice,Cal 40,4,114.0,624.0,46.01,15.17,40.25,17.5,155.0,MS,46.0,15.0,39.33,30.3,10.89,5.583,15000.0,6000.0,,,,,240.72176287888007,18.411729004595102
Sky,J 80 ODR,808,114.0,599.0,30.0,9.145,30.0,12.416,100.0,MS,33.25,15.57,,,8.2,4.75,2900.0,1400.0,31.996,39.162,23.156,25.16,,25.41339792202862
SFYC 4,RS 21,198,114.0,634.0,24.11,7.64,25.59,9.94,92.0,MS,28.68,11.43,20.98,18.67,7.32,4.4,1455.0,731.0,27.5,33.46,17.55,17.71,99.811830668069,27.295835989004715
Ciao Bella,Beneteau 37,38,117.0,613.0,45.833,15.0,43.5,12.9,105.0,FS,,,37.666,34.75,12.833,6.25,14008.0,3902.0,,,,,149.02656386798407,17.159243953738464
Kay of Goteborg,Custom S&S 52,2190,117.0,614.0,57.5,19.53,50.81,16.85,110.0,YAWL,17.75,8.9,,,,,62600.0,19000.0,,,,,,10.01958796319667
Lohengrin,Swan 371,49099,117.0,642.0,46.75,15.0,41.0,12.0,120.0,MS,46.8,15.0,36.83,29.75,11.33,5.5,15432.0,5732.0,43.2,49.0,24.8,25.5,261.6455098387071,15.372548533717051
Finistere,Sabre 38-2,69545,117.0,618.0,49.75,14.5,42.67,14.83,125.0,MS,49.75,14.5,38.67,31.42,12.33,6.5,16900.0,6600.0,,,,,243.23168262143662,16.419697660003422
Aegea,Sabre 38-2,164,117.0,623.0,49.75,14.5,43.5,15.06,120.0,MS,49.75,14.5,38.67,31.42,12.33,6.5,16900.0,6600.0,,,,,243.23168262143662,16.690259844955936
Tramp Boat,Farr 10/20 ODR,18430,117.0,615.0,37.75,11.67,39.5,15.42,150.0,FS,39.67,12.67,33.92,28.42,10.5,5.75,8176.0,3100.0,,,,,159.00861093088284,20.656871483128548
Siren,Santa Cruz 33,57663,117.0,599.0,41.0,13.583,35.42,15.0,125.0,MS,41.0,,33.0,28.0,10.06,6.0,7000.0,3000.0,38.5,44.41,24.51,24.0,142.3560495626822,23.75316979040507
Praxis,J 9,15,117.0,620.0,33.5,10.0,34.0,13.36,104.0,FS,35.0,12.43,28.0,25.4,8.6,4.9,4250.0,1950.0,,,,,115.78165732259474,24.030661091075686
Sweet Jane,J 9,3,117.0,612.0,33.5,10.0,34.0,13.36,104.0,FS,35.0,12.4,28.0,25.4,8.55,4.9,4250.0,2000.0,33.54,40.0,21.9,22.0,115.78165732259474,24.030661091075686
Elan,Beneteau 37,46,117.0,604.0,45.83,15.0,43.5,12.83,105.0,FS,48.0,,37.8,34.08,12.83,6.25,14359.0,3901.0,39.17,45.94,25.6,26.6,161.9486823654037,16.83655052771213
E-Ticket,Moorings 38 SD,119,117.0,610.0,47.5,13.9,41.7,15.0,155.0,MS,47.5,13.9,38.4,31.33,12.5,4.8,13700.0,5400.0,,,,,198.88011580322444,17.933124422244695
Chomp!,Etchells 22 ODR,905,120.0,646.0,26.66,8.22,32.49,11.57,90.0,FS,26.66,4.5,30.5,22.0,,,3337.0,2105.0,,,,,139.9072260384244,21.289732318211605
Allora,Morris 36,38082,120.0,648.0,38.66,12.75,41.25,15.08,95.0,FS,44.3,,36.1,25.0,10.1,5.3,8900.0,3850.0,34.3,39.2,23.1,21.4,254.28571428571428,20.73529159719888
Malaya,Custom Wylie 45,61721,120.0,590.0,54.75,17.25,49.0,17.75,0.0,CTR,,6.5,45.25,36.0,,,24500.0,10000.0,,,,,234.4285836762689,17.17119178894471
Iolani,Hughes 48,38048,120.0,600.0,54.3,18.2,48.2,19.0,135.0,YAWL,,20.2,48.0,35.1,,6.0,32000.0,14300.0,,,,,330.3547917633841,15.081260479377434
Bella,Alerion Express Sport 33,45,120.0,648.0,33.73,11.39,38.17,16.0,100.0,FS,37.89,12.96,33.0,26.3,9.3,5.0,8000.0,3300.0,31.7,34.1,20.8,21.2,196.3246008648224,19.86609501023209
Love Handles,Catalina 38,296,120.0,645.0,49.83,15.5,44.0,11.5,125.0,MS,49.8,15.5,38.17,30.25,11.83,6.75,17200.0,6850.0,41.8,48.3,23.0,26.5,277.3986170549992,15.31967121035531
La Dolce Vita,J 32,64,120.0,641.0,39.2,11.0,38.5,15.5,155.0,FS,40.5,13.0,32.4,29.0,11.0,6.0,10000.0,3840.0,39.5,43.0,19.7,19.7,183.04504958324307,17.687401644142202
Alegria,Morgan 36 4/6,4205,120.0,631.0,47.5,13.58,41.83,12.58,95.0,MS,47.5,6.6,36.0,29.4,,,11900.0,5000.0,,,,,209.05326358411384,17.94567352340239
Harp,Catalina 38,18003,120.0,631.0,50.7,15.43,44.0,11.5,125.0,MS,50.9,15.43,38.17,30.25,11.83,6.79,19489.0,6850.0,,,,,314.31521208051623,14.204297419699985
Aerie,CS 36,2160,123.0,641.0,49.0,15.0,42.75,12.75,155.0,MS,49.0,,36.5,29.25,11.5,6.25,15500.0,6500.0,,,,,276.5069607059526,16.442656313917862
L2O,J 29 7/8 OB,18721,123.0,652.0,35.0,11.5,,13.0,150.0,FS,,,29.5,25.0,11.0,5.6,6000.0,2100.0,,,,,171.42857142857142,
Arcadia,Custom Nash 28.5,3113,123.0,596.0,33.0,10.0,32.5,13.0,120.0,FS,34.0,11.0,28.5,25.5,9.0,6.5,4327.0,1200.0,,,,,116.49796404528746,22.63924253711294
Flying Green Dragon,Tartan 3500,56636,123.0,,47.0,13.75,41.4,14.4,100.0,MS,,,35.17,30.0,11.75,6.5,12500.0,4200.0,,,,,206.67989417989423,18.421203770099197
Sapphire,Alerion Express 33,0,123.0,657.0,33.73,11.39,37.7,15.77,81.0,FS,37.89,12.96,33.0,26.3,9.25,5.0,8700.0,3300.0,30.1,36.0,18.7,20.0,213.50300344049438,18.479421568889755
Koamalu,Beneteau Oceanis 42 CC,166,123.0,603.0,47.14,14.33,41.14,18.99,140.0,MS,47.14,14.33,40.91,36.97,12.82,5.9,19845.0,5556.0,42.81,48.23,22.96,23.65,175.3293945873786,15.86895030525425
Double Down,Custom Schumacher 30,18480,123.0,654.0,41.37,12.16,35.5,12.0,150.0,MS,41.5,,29.92,26.0,10.65,6.17,7854.0,3650.0,,,,,199.49078288575328,18.780614879326645
Nancy,,28890,123.0,643.0,,,39.66,19.75,30.5,25,,5.25,,,,,5500.0,3050.0,,,,,,
Aries,Catalina 380,348,123.0,619.0,50.92,14.67,44.83,15.67,110.0,MS,50.92,15.67,,,,7.17,19000.0,6800.0,,,,,,16.254603175757545
Leilani,Alerion Express 33,42,123.0,,33.73,11.39,38.2,15.88,90.0,FS,,5.0,,,,,8700.0,3300.0,,,,,,18.707640269111455
Salient,Cal 39-2/3,30,123.0,621.0,50.0,17.0,,,100.0,MS,,,,32.08,,,19000.0,7000.0,,,,,256.9227156277246,
JouJou,Capo 30,87324,123.0,658.0,41.7,12.75,36.0,11.5,120.0,MS,41.5,5.43,,25.0,,,7200.0,3000.0,,,,,205.71428571428572,20.257842019939705
Dazzler,Wyliecat 30 OB,38349,123.0,647.0,0.0,,,,,25,,,,,,,5500.0,3050.0,,,,,,
Blue Martini,Olson 911S,41279,126.0,652.0,41.5,12.33,35.5,11.83,155.0,MS,41.5,5.42,,25.0,,,7200.0,3200.0,,,,,205.71428571428572,19.957618734022816
Crinan II,,15,126.0,647.0,,,39.0,20.0,30.5,25,,5.25,,,,,5500.0,3050.0,,,,,,
Iniscaw,Martin 32,49143,126.0,631.0,42.5,13.67,37.5,12.0,145.0,MS,42.5,13.67,32.7,27.0,9.6,6.1,8400.0,4000.0,,,,,190.5197378448407,19.927182462974947
Osprey,Sabre 36,38128,126.0,644.0,47.1,14.4,41.6,13.0,125.0,MS,47.1,14.4,36.0,29.38,11.25,6.33,13200.0,5400.0,41.67,46.0,17.5,23.0,232.36490664180815,17.42959079746125
Polecat,,5,126.0,614.0,40.0,20.0,,,,12,,,30.5,25.0,9.416,5.25,5500.0,,,,,,157.14285714285714,
Uno,Wyliecat 30 IB,28632,126.0,651.0,35.8,5.5,39.66,19.75,,CAT,35.8,12.0,,,9.5,5.25,5800.0,3000.0,,,,,,24.254572669817453
Mr McGregor,Wylie Wabbit ODR W/Trap,8426,126.0,605.0,20.5,6.5,23.75,10.0,150.0,FS,20.5,,23.75,20.0,5.58,3.5,975.0,440.0,,,,,54.40848214285713,30.137493381689506
Lepus,Wylie Wabbit ODR W/Trap,18,126.0,594.0,20.5,6.5,23.75,10.0,150.0,FS,20.5,,23.75,20.0,5.58,3.5,975.0,440.0,,,,,54.40848214285713,30.137493381689506
Heart of Gold,Olson 911S,41327,126.0,658.0,41.5,12.33,35.5,11.83,125.0,MS,41.5,5.5,29.9,25.0,,,7200.0,3200.0,,,,,205.71428571428572,19.957618734022816
Bad Hare Day,Wylie Wabbit ODR W/Trap,35,126.0,594.0,20.75,6.5,23.75,10.0,150.0,FS,20.5,,23.75,20.0,5.583,3.5,975.0,440.0,,,,,54.40848214285713,30.26958623872321
Covfefe,Wylie Wabbit ODR W/Trap,60,126.0,594.0,20.5,6.5,23.75,10.0,150.0,FS,20.5,,23.75,20.0,5.58,3.5,975.0,440.0,,,,,54.40848214285713,30.137493381689506
Stratocaster,J 32,16,126.0,636.0,39.2,11.0,38.5,15.5,155.0,FS,40.68,,32.5,28.67,11.0,5.75,10000.0,3840.0,38.38,44.92,23.95,23.95,189.43878639628986,17.687401644142202
Wasta,Wylie Wabbit,15,126.0,594.0,20.5,6.5,23.75,10.0,150.0,FS,20.5,,23.75,20.0,5.58,3.5,975.0,440.0,,,,,54.40848214285713,30.137493381689506
Kwazy,Wylie Wabbit ODR W/Trap,26,126.0,595.0,20.416,6.416,23.0,10.0,150.0,FS,20.5,,23.58,20.0,5.42,3.41,975.0,440.0,,,,,54.40848214285713,29.344046624578134
Sirocco,Soverel 30 MH,67572,129.0,653.0,42.0,12.29,37.0,10.0,125.0,MS,,,29.75,25.42,11.0,5.3,7300.0,2960.0,,,,,198.40298556887123,18.80951699680827
Wile E Coyote,Express 27 ODR,11,129.0,605.0,28.5,9.0,28.5,10.416,155.0,FS,28.5,,27.25,23.75,8.17,4.5,2450.0,1100.0,,,,,81.6445545997959,24.32892345742526
El Raton,Express 27 ODR,28050,129.0,605.0,28.5,9.0,28.5,10.416,155.0,FS,28.5,,27.25,23.75,8.17,4.5,2450.0,1100.0,,,,,81.6445545997959,24.32892345742526
QE 3,Tartan 10,8049,129.0,628.0,35.0,12.0,40.25,13.75,125.0,FS,35.0,0.0,33.16,27.0,9.25,5.83,6700.0,3340.0,,,,,151.96217185243245,21.878030641722503
Hang 20,Express 27 ODR,48,129.0,631.0,28.5,9.0,28.5,10.42,125.0,FS,28.5,,27.25,23.8,8.17,4.5,2450.0,1100.0,27.17,30.35,17.0,17.39,81.13106834429271,24.33393559658007
Yeti,Express 27,38,129.0,633.0,28.5,9.0,28.5,10.4,155.0,FS,28.5,,27.25,23.75,8.16,4.5,2450.0,1100.0,26.51,30.5,16.4,17.77,81.6445545997959,24.308874900806043
Madonna Mia,Catalina 380,316,129.0,,50.92,14.67,44.83,15.67,110.0,MS,,,38.42,32.42,12.33,7.17,19000.0,6800.0,,,,,248.92387388253212,16.254603175757545
Magic Bus,Express 27 ODR,41,129.0,606.0,28.5,9.0,28.5,10.416,155.0,FS,28.5,,27.25,23.75,8.17,4.5,2450.0,1100.0,,,,,81.6445545997959,24.32892345742526
Hotate Maru,Tartan 37-2 CB,32830,129.0,647.0,17.0,16.0,41.5,12.0,110.0,MS,47.0,17.0,37.25,28.5,11.75,7.75,16000.0,7500.0,41.0,46.83,28.75,28.66,308.55840740663615,9.683553219577847
Dianne,Express 27 ODR,0,129.0,605.0,28.5,9.0,28.5,10.416,155.0,FS,28.5,,27.25,23.75,8.17,4.5,2450.0,1100.0,,,,,81.6445545997959,24.32892345742526
Domino,Wilderness 30 MOD,38081,129.0,609.0,36.0,12.25,31.5,10.83,100.0,MS,36.0,12.25,30.0,27.75,8.8,5.5,5450.0,2150.0,,,,,113.85694365971939,20.174503401900342
Simply Irresistible,Express 27 ODR,18070,129.0,606.0,28.5,9.0,28.5,10.416,155.0,FS,28.5,,27.25,23.75,8.17,4.5,2450.0,1100.0,,,,,81.6445545997959,24.32892345742526
Current Affair,Express 27 ODR,56,129.0,605.0,28.5,9.0,28.5,10.42,155.0,FS,28.5,4.5,27.25,23.75,,,2450.0,1100.0,,,,,81.6445545997959,24.33393559658007
Light'n Up,Express 27 ODR,3,129.0,605.0,28.5,9.0,28.5,10.416,150.0,FS,28.5,,27.25,23.75,8.17,4.5,2450.0,1100.0,,,,,81.6445545997959,24.32892345742526
Salty Hotel,Express 27 ODR,60,129.0,605.0,28.5,9.0,28.5,10.416,155.0,FS,28.5,,27.25,23.75,8.17,4.5,2450.0,1100.0,27.17,30.35,17.0,17.39,81.6445545997959,24.32892345742526
Nesher,Express 27 ODR,70,129.0,606.0,28.5,9.0,28.5,10.42,155.0,FS,28.5,4.5,27.25,23.75,,,2450.0,1100.0,,,,,81.6445545997959,24.33393559658007
Peaches,Express 27 ODR,18364,129.0,605.0,28.5,9.0,28.5,10.416,155.0,FS,28.5,,27.25,23.75,8.166,4.5,2450.0,1100.0,,,,,81.6445545997959,24.32892345742526
Bluette,Express 27 ODR,9,129.0,605.0,28.5,9.0,28.5,10.42,155.0,FS,28.5,4.5,27.25,23.75,,,2450.0,1100.0,,,,,81.6445545997959,24.33393559658007
Abigail Morgan,Express 27 ODR,18394,129.0,606.0,28.5,9.0,28.5,10.416,150.0,FS,28.5,,27.25,23.75,8.166,4.5,2450.0,1100.0,,,,,81.6445545997959,24.32892345742526
Motorcycle Irene,Express 27,28137,129.0,617.0,28.5,9.0,28.5,10.416,155.0,FS,28.5,,27.25,23.75,8.17,4.5,2450.0,1100.0,27.17,30.35,17.9,17.39,81.6445545997959,24.32892345742526
High Five,Express 27 ODR,28031,129.0,605.0,28.5,9.0,28.5,10.416,155.0,FS,28.5,,27.25,23.75,8.17,4.5,2450.0,1100.0,,,,,81.6445545997959,24.32892345742526
The Pork Chop Express,Express 27 ODR,18360,129.0,632.0,28.5,9.0,28.5,10.4,130.0,MS,32.5,,27.25,23.75,8.17,4.5,2450.0,1100.0,,,,,81.6445545997959,24.308874900806043
Under The Radar,Express 27 ODR,40316,129.0,605.0,28.5,9.0,28.5,10.42,155.0,FS,28.5,,27.25,23.75,8.17,4.5,2450.0,1100.0,,,,,81.6445545997959,24.33393559658007
Bombora,Express 27 ODR,38047,129.0,631.0,28.5,9.0,28.5,10.42,155.0,FS,28.5,,27.25,23.8,8.17,4.5,2450.0,1100.0,,,,,81.13106834429271,24.33393559658007
Akumu,B-25,44,129.0,597.0,28.0,8.5,28.0,11.0,155.0,MS,32.0,10.83,25.0,21.25,8.33,5.0,2000.0,800.0,28.75,33.58,18.66,19.5,93.04759966270247,27.485122857088577
New Wave,Express 27 ODR,18433,129.0,605.0,28.5,9.0,28.5,10.416,155.0,FS,28.5,9.8,27.25,23.75,8.17,4.5,2450.0,1100.0,27.1,31.8,17.1,18.5,81.6445545997959,24.32892345742526
Tule Fog,Express 27 ODR,18178,129.0,605.0,29.0,9.0,29.0,10.0,155.0,FS,28.5,,27.3,23.8,8.166,4.5,2450.0,1100.0,,,,,81.13106834429271,24.22533924822595
Boudicca,Elan 310,310,129.0,632.0,40.19,11.74,39.53,13.55,106.0,FS,42.55,14.87,30.3,28.58,10.5,6.23,10141.0,2292.0,42.02,46.59,24.18,25.91,193.93048831904488,17.173739941801202
TAZ!!,Express 27 ODR,8100,129.0,612.0,28.5,9.0,28.5,10.42,155.0,FS,28.5,4.5,27.3,23.8,,,2450.0,1100.0,,,,,81.13106834429271,24.33393559658007
Moonlight,Express 27 ODR,28059,129.0,604.0,28.5,9.0,28.5,10.416,155.0,FS,28.5,,27.25,23.75,8.17,4.5,2450.0,1100.0,,,,,81.6445545997959,24.32892345742526
Iseult,Wyliecat 30 IB,13,129.0,648.0,,,39.75,20.8,0.0,CAT,,9.25,30.5,25.0,,,5500.0,3050.0,,,,,157.14285714285714,
Mirage,Express 27 ODR,8477,129.0,606.0,28.5,9.0,28.5,10.416,155.0,FS,28.5,,27.25,23.75,8.17,4.5,2450.0,1100.0,,,,,81.6445545997959,24.32892345742526
T Squared,Express 27 ODR,8444,129.0,605.0,28.5,9.0,28.5,10.416,155.0,FS,28.5,,27.25,23.75,8.166,4.5,2450.0,1100.0,,,,,81.6445545997959,24.32892345742526
