Boat Name,Boat Type,Sail #,Rating,DW Rating,I,J,P,E,Max Hdsail,Rig Type,ISP,JSP,LOA,LWL,Beam,Draft,Displacement,Ballast,SLE,SLU,ASMG,ASF,DLR,SAD
Sun Dragon,Jeanneau SunFast 3300,70,80,200,40.91,13.78,39.39,14.59,100,FS,44.23,17.55,32.78,29.16,11.18,6.5,7716,3086,43.24,51.18,28.54,27.53,-1,-1
